timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10200,37000,1936,11,2048,7.891364458,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10201,36372,1881,11,2048,7.6902387499999998,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10202,27136,1413,11,2048,6.7814792500000003,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10203,51416,2355,12,4096,9.9717077080000003,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10204,35408,1808,11,2048,7.1737190829999999,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10205,59128,2744,12,4096,10.808269209000001,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10206,36432,1913,11,2048,7.8462698340000001,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10207,16236,966,10,1024,4.9720221670000004,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10208,27804,1468,11,2048,6.7426449579999996,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10209,23300,1193,11,2048,5.9385288750000003,13713428755,2066521486
2026-08-18T20:21:58.742Z,unavailable,Release,baseline,baseline-heuristic,empty_cells=270;monotonicity=47;smoothness=15;corner_preference=100,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",4,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,none,10210,36192,1861,11,2048,7.4801979579999998,13713428755,2066521486
