timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10200,10048,572,10,1024,0.001966167,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10201,2736,233,8,256,0.000203458,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10202,14308,825,10,1024,0.00065666599999999998,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10203,12104,717,10,1024,0.00055579200000000005,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10204,25644,1307,11,2048,0.0015002920000000001,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10205,12852,775,10,1024,0.00058191600000000003,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10206,17924,1072,10,1024,0.00082766700000000003,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10207,3360,286,8,256,0.000213959,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10208,7524,531,9,512,0.00037254200000000001,3621053,0
2026-08-18T20:16:30.530Z,unavailable,Release,baseline-optimized,baseline-heuristic-optimized,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963,"baseline-v1:empty-cells,monotonicity,smoothness,corner-preference",1,"depth counts player layers; depth 1 = player move, spawn, evaluator",validation,0,depth-3 deterministic multistage random search; candidate 9,10209,8428,571,9,512,0.00042999999999999999,3621053,0
