timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,time_limit_seconds,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30000,383492,14720,14,16384,3064.6612583750002,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30001,362840,13733,14,16384,2978.3138265419998,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30002,375504,14236,14,16384,3067.4887667500002,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30003,372052,14164,14,16384,3014.3909307499998,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30004,609392,21387,15,32768,4019.274160083,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30005,383396,14728,14,16384,3063.1068409170002,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30006,338548,12828,14,16384,2842.4652151659998,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30007,339072,12800,14,16384,2810.8684540419999,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30008,354064,13235,14,16384,1718.462850375,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30009,366968,13948,14,16384,1802.116022792,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30010,383216,14646,14,16384,1996.722386917,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30011,363172,13733,14,16384,1789.6735141659999,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30012,176600,7408,13,8192,900.74459370900001,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30013,290132,11134,14,16384,1403.1843965,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30014,383444,14708,14,16384,2018.5736663329999,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30015,365316,13825,14,16384,4626.6574935830004,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30016,377440,14391,14,16384,4705.1724466659998,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30017,383336,14676,14,16384,5047.2774127499997,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30018,383128,14629,14,16384,5022.264710167,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30019,270440,10262,14,16384,4070.0314532920002,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30020,309500,11409,14,16384,4623.3420385830004,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30021,366712,13959,14,16384,7329.474314,413427224836,37012970408
2026-08-28T16:01:27.410Z,6277ed1,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n12_plain_2M.bin:tuples=6+6+6+6+6,active=40,weights=83886080,hash=13a25b7ab631c57f",8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0.0015,0,none,30022,387136,14874,14,16384,8285.9750772909993,413427224836,37012970408
