timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,time_limit_seconds,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30000,153060,6299,13,8192,0.16532012500000001,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30001,50080,2260,12,4096,0.058812000000000003,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30002,34260,1739,11,2048,0.053351207999999997,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30003,39596,2080,11,2048,0.054547499999999999,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30004,157136,6519,13,8192,0.176251625,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30005,69480,3139,12,4096,0.086776916999999995,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30006,179988,7539,13,8192,0.18869270799999999,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30007,155240,6394,13,8192,0.16709162499999999,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30008,132736,5550,13,8192,0.13464616700000001,273579880,73379477
2026-08-25T05:25:35.203Z,unavailable,Release,N1-fixed,N1,,"N1:ntuple-td-learned:experiments/weights/n2_tc_a1_1M.at200000.bin:tuples=4+4+6+6,active=32,weights=33685504,hash=e90963c4f26b016f",2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,30009,6900,474,9,512,0.017109875,273579880,73379477
