timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,time_limit_seconds,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-23T20:57:52.327Z,unavailable,Release,H4-timed,H4,empty=270;merges=700;monotonicity=47;sum=11,H4:nneonneo-reference:empty+merges+monotonicity+sum,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0,0.25,none,20500,34328,1747,11,2048,436.10892849999999,61564806380,7204519036
2026-08-23T20:57:52.327Z,unavailable,Release,H4-timed,H4,empty=270;merges=700;monotonicity=47;sum=11,H4:nneonneo-reference:empty+merges+monotonicity+sum,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0,0.25,none,20501,50588,2281,12,4096,568.90162904199997,61564806380,7204519036
2026-08-23T20:57:52.327Z,unavailable,Release,H4-timed,H4,empty=270;merges=700;monotonicity=47;sum=11,H4:nneonneo-reference:empty+merges+monotonicity+sum,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",custom,0,0.25,none,20502,53756,2381,12,4096,595.10747004100006,61564806380,7204519036
