timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,time_limit_seconds,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-27T18:49:56.637Z,c392a9c,Release,H0-fixed,H0,empty_cells=100;edge_max_bonus=50,H0:empty_cells+edge_max_bonus,2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,20000,7520,531,9,512,0.023447875,1546530,113626
2026-08-27T18:49:56.637Z,c392a9c,Release,H0-fixed,H0,empty_cells=100;edge_max_bonus=50,H0:empty_cells+edge_max_bonus,2,"depth counts player layers; depth 1 = player move, spawn, evaluator",custom,0,0,none,20001,15280,915,10,1024,0.029368834,1546530,113626
