timestamp_utc,git_commit,build_mode,agent,evaluator,evaluator_parameters,feature_configuration,search_depth,depth_definition,seed_partition,minimum_path_probability,time_limit_seconds,optimization_configuration,seed,score,moves,max_tile_exponent,max_tile,runtime_seconds,aggregate_search_total_nodes,aggregate_search_cache_hits
2026-08-20T06:43:26.743Z,unavailable,Release,v2,structural-heuristic-initial-v2,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963;main_line=4;structural_stability=1;adverse_stuck=2;structural_displacement=2,v2:optimized-four-part-baseline+initial-structural-features,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",validation,0,0.25,initial experimental structural weights; baseline terms use depth-3 optimized weights,10400,128092,5349,13,8192,1334.192227708,15177629441,2132823592
2026-08-20T06:43:26.743Z,unavailable,Release,v2,structural-heuristic-initial-v2,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963;main_line=4;structural_stability=1;adverse_stuck=2;structural_displacement=2,v2:optimized-four-part-baseline+initial-structural-features,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",validation,0,0.25,initial experimental structural weights; baseline terms use depth-3 optimized weights,10401,79312,3681,12,4096,914.97954625,15177629441,2132823592
2026-08-20T06:43:26.743Z,unavailable,Release,v2,structural-heuristic-initial-v2,empty_cells=85.221621525239641;monotonicity=44.83062947862652;smoothness=43.676658929747916;corner_preference=28.751796341054963;main_line=4;structural_stability=1;adverse_stuck=2;structural_displacement=2,v2:optimized-four-part-baseline+initial-structural-features,8,"adaptive player-layer depth: 10-16 empty=4, 6-9 empty=6, 0-5 empty=8",validation,0,0.25,initial experimental structural weights; baseline terms use depth-3 optimized weights,10402,123128,5128,13,8192,1272.7182548329999,15177629441,2132823592
